"源物理表ID","平台","数据源","源表","源表中文注释","消费任务ID","任务名称","候选输出及中文注释","候选具体写入数","候选写入证据ID","SQL材料组","相关SQL哈希","证据可用状态","固定读取定位状态","内容绑定级别","核读状态","使用模式","已确认具体输出","当前Facts写入","Facts字段绑定目标","缺口/待判断","Facts清单哈希","证据文件"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","230182","dm_hk_n.info_trd_rebate_interest_param","dm_hk_n.info_trd_rebate_interest_param（计提返息参数）","1","write-observation:230182:platform-target:0","SQLG-e9ef1961d4bdf8f7","query:2648d251bdf1677439293a8df7a60760a2046f01dc572686d54aa3d520dc5c64","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.info_trd_rebate_interest_param|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.info_trd_rebate_interest_param|PLATFORM_TARGET|task:230182:slot:query:statement:0","dm_hk_n.info_trd_rebate_interest_param","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","5b69c308cd2a57c897dac8dc97e036ab46409e785043e2bac024a2707a9224f3","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\230182\versions\03ee718cd8d1ccb6faac71fd0625a1aef5b0d733315ddf63e042218623fdcb59.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","230202","DM_OTC_N.OTC_REV_DAILY_RPT_grp01","dm_otc_n.otc_rev_daily_rpt（场外衍生品合约创收日报）","1","write-observation:230202:platform-target:0","SQLG-8dfb3db1b49cf905","query:fa1695538980201e7f95e5904b39db2115c50872b8aec38a23e0aa239daacb2e","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","FIXED_SQL_AND_FACTS_HASH_MATCH","已完成Facts细粒度提取与局部解释","P11_DYNAMIC_HEDGE_YIELD","dm_otc_n.otc_rev_daily_rpt","dm_otc_n.otc_rev_daily_rpt|PROFILE_DECLARED|NO_STATEMENT；dm_otc_n.otc_rev_daily_rpt|PLATFORM_TARGET|task:230202:slot:query:statement:0","dm_otc_n.otc_rev_daily_rpt","动态对冲账簿快照唯一性；Map_Undrl_Cd空串/空值分布及回退命中率；聚合前后行数与收益守恒","9677f40654415d13613fd87ef2b2734a271237a521588c5e6bb22de62083f8f5","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\230202\versions\21d01566737d7fb6155e730685971553a689fd81ff39be5dd028b59674b971ca.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","231741","dm_fii_n.dtl_opt_enay_hld_pos_day","dm_fii_n.dtl_opt_enay_hld_pos_day（期权日终持仓）","1","write-observation:231741:platform-target:0","SQLG-5490253361169736","query:31a9b1c7736a9cf3d77b7cc4ef78b6fcc8436fc1ca9960b773d1aa34fbb7a5e1","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.dtl_opt_enay_hld_pos_day|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.dtl_opt_enay_hld_pos_day|PLATFORM_TARGET|task:231741:slot:query:statement:0","dm_fii_n.dtl_opt_enay_hld_pos_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","267d2292ff77a86e5a7228a2069a3e95b12ced78e994e88970d20c8bc669a0d4","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\231741\versions\cdeb6526bd97dc1cd2bda5e79b26467a30ac566868aac4d43bdc4bbb3050a38c.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","232822","dm_fii_n.dtl_otc_swap_comp_info_day","dm_fii_n.dtl_otc_swap_comp_info_day（场外互换-互换合约信息）","1","write-observation:232822:platform-target:0","SQLG-4c8098f61fa190d7","query:b66dbb35999e493ac16aac75b13f3fcea15eaa8998012a6b8e6b35671f40ac01","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.dtl_otc_swap_comp_info_day|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.dtl_otc_swap_comp_info_day|PLATFORM_TARGET|task:232822:slot:query:statement:0","dm_fii_n.dtl_otc_swap_comp_info_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","5949748fccea0a17899e73a4fba4e0b720ecef6355256d8a5a65ac4c4eaaa5c5","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\232822\versions\5183decb5c46d9c4e094cbd95cfee40179ed7cc2976f8182cce57cd57c66fbb5.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","232836","dm_fii_n.chrem_sub_corp_fix_icm_busi_month","dm_fii_n.chrem_sub_corp_fix_icm_busi_month（理财子固收委业务数据）","1","write-observation:232836:platform-target:0","SQLG-43867fbcdba6e16f","query:50799cf9c65c5fc4d19ff841f86ad3864e0f746e36ae3c6036cea90ed8748c96","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.chrem_sub_corp_fix_icm_busi_month|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.chrem_sub_corp_fix_icm_busi_month|PLATFORM_TARGET|task:232836:slot:query:statement:0","dm_fii_n.chrem_sub_corp_fix_icm_busi_month","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","8d05d72e36ac203c12e3ce92078c7cfe32586aa59a324ee454c392b300d19aed","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\232836\versions\7851f7142f6ed9e71e02b93b26893de237b775f248a01619256df39bcf0eb86d.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","233302","dm_fii_n.wide_idx_otc_swap_pos_pnl","dm_fii_n.wide_idx_otc_swap_pos_pnl（场外互换合约持仓盈亏）","1","write-observation:233302:platform-target:0","SQLG-a2cb530b9660a49a","query:21c978058db46a382f58603c6b4f6d1972d2cba96e20bd0d33f3b21174de506f","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.wide_idx_otc_swap_pos_pnl|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.wide_idx_otc_swap_pos_pnl|PLATFORM_TARGET|task:233302:slot:query:statement:0","dm_fii_n.wide_idx_otc_swap_pos_pnl","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","8968b5d520be9bd1aad3f08fcb7c3c7f388e3792447b6bb3324c6ce37aef5d20","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\233302\versions\c9006fa11df80c579810e65b591d104d304d0571c58de5379bd6c1e02177bdb2.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","234175","dm_hk_n.info_ref_option_general_info_test","dm_hk_test.info_ref_option_general_info_test（证券 - 期权合约通用信息）","1","write-observation:234175:platform-target:0","SQLG-149ffcc30813881a","query:536fa18754166c1521dd599f5af960ca6376a6740cc0963968f4390ac21dc9cc","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P08_HK_CONTRACT_SCOPE","dm_hk_test.info_ref_option_general_info_test","dm_hk_test.info_ref_option_general_info_test|PROFILE_DECLARED|NO_STATEMENT；dm_hk_test.info_ref_option_general_info_test|PLATFORM_TARGET|task:234175:slot:query:statement:0","dm_hk_test.info_ref_option_general_info_test","测试目标与生产版本逻辑是否一致","beae9abdee5bc8f6b299fd1cdc6c53c633d4e3c9cd82bfe8e77a55e3f408bd16","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\234175\versions\74f43e1325f35952937a9ee67bc381238b8e7ec3dc993e8cb782feeace853bdd.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","234182","dm_hk_n.pos_fast_trs_leg_his_pos","dm_hk_n.pos_fast_trs_leg_his_pos（场外互换合约持仓信息-北上极速）","1","write-observation:234182:platform-target:0","SQLG-c0dc9d179493c598","query:84b7bb5919873b46eb9b9dfa9523d7358ee90f8e7c278986932c5dd281fac9bc","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.pos_fast_trs_leg_his_pos|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.pos_fast_trs_leg_his_pos|PLATFORM_TARGET|task:234182:slot:query:statement:0","dm_hk_n.pos_fast_trs_leg_his_pos","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","a6fb5165caf5a80e2dae3f415f4d0463205b3f525f4a1de38f175723ead483a9","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\234182\versions\ddbd51a1e5a54909a878fe04830cfe6bbf4e9e6e349614bd3aadc4f5484b1caa.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","234256","dm_fii_n.dtl_otc_swap_ast_leg_info_day","dm_fii_test.dtl_otc_swap_ast_leg_info_day（场外互换-互换资产腿信息）","1","write-observation:234256:platform-target:0","SQLG-5b5888a51f47f4f7","query:8bf6d821b4e7196f4f21aa13474bcfa44c52ee18f7cb982228351ec6e7c61007","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P04_DUAL_BOOK_ROLE","dm_fii_test.dtl_otc_swap_ast_leg_info_day","dm_fii_test.dtl_otc_swap_ast_leg_info_day|PROFILE_DECLARED|NO_STATEMENT；dm_fii_test.dtl_otc_swap_ast_leg_info_day|PLATFORM_TARGET|task:234256:slot:query:statement:0","dm_fii_test.dtl_otc_swap_ast_leg_info_day","rb与bb的快照/有效期口径不同是否为有意设计；两个别名匹配基数是否一致","67e0dbee844788cff3ec1b550faef4ca35813588c480ee4c963b108a68fff705","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\234256\versions\2d18a50dd3f4994c1eda9c54c29035c488f5ed2eaf0548963c3e3b868b07edba.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","237599","dm_hk_n.trd_transfer_new_h13","dm_hk_n.trd_transfer_new（交易-收付款记录表）","1","write-observation:237599:platform-target:0","SQLG-0e7e732fbe43983b","query:ce8d2fe9501fa362fcfbfcf5d3340b4edd408c35683a00cdf6c5ea1b9c0ae6d6","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.trd_transfer_new|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.trd_transfer_new|PLATFORM_TARGET|task:237599:slot:query:statement:0","dm_hk_n.trd_transfer_new","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","6da4493f5a12f3d767aa0ab75386e68c82b6a2aeb37fe92a65cd42215ef297ae","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\237599\versions\42e7abd3b594a0f5ff763d5db021cd30d197ec6816dd4edca5bdc09c6887d6bc.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","237639","dm_hk_n.pos_trs_leg_valuation_h13","dm_hk_n.pos_trs_leg_valuation_new（持仓-账户TRS LEG每日估值）","1","write-observation:237639:platform-target:0","SQLG-d43069a9a26bf545","query:c11a6d6cba19a8890dca52013eb20e5ee2470bd5096fda11b81ee9499e299aee","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.pos_trs_leg_valuation_new|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.pos_trs_leg_valuation_new|PLATFORM_TARGET|task:237639:slot:query:statement:0","dm_hk_n.pos_trs_leg_valuation_new","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","9053cd83c9698fad2a49793d68a1505c55cadee03ed1ba0e447a535d0e3de40c","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\237639\versions\347011514015ae638eaabe2a408ceb53afaccf67d1239d67789e4a7846a6974a.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","237888","dm_fii_n.sale_trd_otc_co_day","dm_fii_n.sale_trd_otc_co_day（销交场外协同数据）","1","write-observation:237888:platform-target:0","SQLG-0ba30e989b9feb85","query:2d0f53ffa231fc6930621ffd5281ce9670d051e150e43fd9e3242689214abfbc","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_fii_n.sale_trd_otc_co_day|PROFILE_DECLARED|NO_STATEMENT；dm_fii_n.sale_trd_otc_co_day|PLATFORM_TARGET|task:237888:slot:query:statement:0","dm_fii_n.sale_trd_otc_co_day","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","7aaca4992f3c047ef18340a9c0e12af53500ccf399c4917a17e842ddc80d6bf4","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\237888\versions\17d1702eefeff84d3acf9dda09c02641b733586ba0e4fcc3c623c0b566ed1829.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","239260","dm_hk_test.pos_trs_leg_his_pos_test","dm_hk_test.pos_trs_leg_his_pos_test（持仓表测试）","1","write-observation:239260:platform-target:0","SQLG-e0da7db6d42ce491","query:1c413fceff35f111f2bdb1c83179ffa9f825d104b8a142d8498be64cff629339","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_test.pos_trs_leg_his_pos_test|PROFILE_DECLARED|NO_STATEMENT；dm_hk_test.pos_trs_leg_his_pos_test|PLATFORM_TARGET|task:239260:slot:query:statement:0","dm_hk_test.pos_trs_leg_his_pos_test","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","1772de59294f194ef5cfb464b4b8c6c8116ba2dc6c22fa2e9a11a9364e73a69d","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\239260\versions\eb5c9f2e386f7b476ad83de6909ba4174b38f45c03aee4429f7d5555ddd88e03.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","239262","dm_hk_test.pos_trs_leg_current_pos_test","dm_hk_test.pos_trs_leg_current_pos_test（持仓表current测试）","1","write-observation:239262:platform-target:0","SQLG-c5fd2da3adc8f87d","query:1310dadcb31c902ef14af916b16e5728c9c3c625717412b99e7eea4c53f0e11b","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_test.pos_trs_leg_current_pos_test|PROFILE_DECLARED|NO_STATEMENT；dm_hk_test.pos_trs_leg_current_pos_test|PLATFORM_TARGET|task:239262:slot:query:statement:0","dm_hk_test.pos_trs_leg_current_pos_test","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","d9fffb95c7e414424b9a5a271cbb8ad670af772408123cca7674db4d25143b0f","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\239262\versions\7cbff0590bb0a8a0dbd54cfe68688956d7ce74a9fcb37a4b8a81f59b86ce39c2.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","241773","dm_index_n.grp_tag_OTC_DERI_CONTR_cros_contr_type_tagdim102814","dm_index_n.grp_tag_otc_deri_contr_cros_contr_type（组合标签_场外衍生品交叉合约类型）","1","write-observation:241773:platform-target:0","SQLG-2e0820c5e607e6ac","query:03d796640218d3ee81f576a6437609540379430d5ff8408f944261b0fa8241bb","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P05_DEPARTMENT_CLASSIFICATION","dm_index_n.grp_tag_otc_deri_contr_cros_contr_type","dm_index_n.grp_tag_otc_deri_contr_cros_contr_type|PROFILE_DECLARED|NO_STATEMENT；dm_index_n.grp_tag_otc_deri_contr_cros_contr_type|PLATFORM_TARGET|task:241773:slot:query:statement:0","dm_index_n.grp_tag_otc_deri_contr_cros_contr_type","左连接缺失账簿时标签落入哪个兜底分支；内连接互换分支的账簿覆盖率","2daf9c35773ffd66edac929c0ffa20bd1f36bfa2ed1bcef20f704023b35a45ec","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\241773\versions\6cdfe81a5d97dc1c2d9bdd737adbc9b3ac4af30be8bbcc2f00fb643cedd90035.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","242611","dm_hk_n.info_trd_fee","dm_hk_n.info_trd_fee（OTCHK-交易-费用定义）","1","write-observation:242611:platform-target:0","SQLG-07d800567784e0b2","query:3293474aa4c1df949e1a6c05500804c2de6c4970f3cda6394ab5ff99a597053e","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.info_trd_fee|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.info_trd_fee|PLATFORM_TARGET|task:242611:slot:query:statement:0","dm_hk_n.info_trd_fee","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","89f9b17129381afc9a34891c6817db05960c6af2592ca0961e0a2956622da65c","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\242611\versions\dc3492037a5385aa4f77681c3b9abe47ece354f41df21fa759c15cc89b45e0d5.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","243021","dm_hk_n.liq_clearing_trans","dm_hk_n.liq_clearing_trans（场内清算标准流水表）","1","write-observation:243021:platform-target:0","SQLG-811756485a33c0ff","query:aca3543c49b8b502d1ebbfafa8cf6ca6b81cd55ef4ec53bea8e5518b9ba72a9b","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.liq_clearing_trans|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.liq_clearing_trans|PLATFORM_TARGET|task:243021:slot:query:statement:0","dm_hk_n.liq_clearing_trans","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","6880d2e5455a53374a72a06d960eada007aec73c72998ce1b8b77d9b24d76948","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\243021\versions\7ee232cbb8f3b7b30d05c7bd32473b060a057f004db6a572b94f6423a861ad53.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","243650","dm_index_n.grp_tag_OTC_DERI_CONTR_rev_contr_scop_tagdim102837","dm_index_n.grp_tag_otc_deri_contr_rev_contr_scop（组合标签_场外衍生品创收合约范围）","1","write-observation:243650:platform-target:0","SQLG-e76e3e4b85b49903","query:c883af52627899b51f460657328e5b2d4c3094b95993f88aa787c1b5a38dcdec","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","已完成Facts细粒度提取与局部解释","P12_REVENUE_CONTRACT_SCOPE","dm_index_n.grp_tag_otc_deri_contr_rev_contr_scop","dm_index_n.grp_tag_otc_deri_contr_rev_contr_scop|PROFILE_DECLARED|NO_STATEMENT；dm_index_n.grp_tag_otc_deri_contr_rev_contr_scop|PLATFORM_TARGET|task:243650:slot:query:statement:0","dm_index_n.grp_tag_otc_deri_contr_rev_contr_scop","常速互换分支在最终标签结果中的占比；账簿快照多匹配是否造成重复标签","17c2803ef9c4c090399e7840d443cf9110f15e7565ae9f39167c94fa75c6d0c0","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\243650\versions\90e8d95308870fb7cda47e27cbdf2b736d3aac58c24bada48bf3f724bce246c0.evidence-v3.json"
"dataset:f322d64cc13f2c1fedf2c1d26bc3f5dbf17e636b8ef92b75b28867c45f417aed","hive","gfhive","pdata_n.t03_otc_deri_book_adtnl_info","每天一份快照，记录场外衍生品账簿的生效到期日、所属机构、交易与风控开关、底层标的映射等附加配置信息，用于账簿管理与业务控制。","243793","dm_hk_n.d_pos_eod_calc_metrics_p_h1300","dm_hk_n.d_pos_eod_calc_metrics_p（日终持仓-指标计算结果表）","1","write-observation:243793:platform-target:0","SQLG-b6fa1a9c6a47f128","query:1647bed51907c22c2e5d68e8b776f41f331c43c2afdbb72847d6d3ce3da5c861","AVAILABLE","FIXED_READ_LOCATORS_PRESENT_IN_CURRENT_FACTS","LOCATOR_PRESENCE_ONLY; CROSS_VERSION_SEMANTICS_UNVERIFIED","未进入Facts细粒度提取范围（达到20个不同SQL材料组上限）","","","dm_hk_n.d_pos_eod_calc_metrics_p|PROFILE_DECLARED|NO_STATEMENT；dm_hk_n.d_pos_eod_calc_metrics_p|PLATFORM_TARGET|task:243793:slot:query:statement:0","dm_hk_n.d_pos_eod_calc_metrics_p","未进入20个SQL材料组核读范围，不能判定具体使用模式或受影响输出","7c4608155692a6745b58ed6188fbfd97a1cdf52b585ec281523b9cc7a5e2a295","E:\02_area\股衍数据-数据cookbook\sql-static-lineage-data\task-projections\tasks\243793\versions\4260b9b3df8679b930e26f6efbd51c07f8976dedeaf8f1049999bf7f818239d3.evidence-v3.json"
